"","folder","time_cat","meanACI","sdACI","minACI","maxACI","meanNDSI","sdNDSI","minNDSI","maxNDSI"
"37","AudioMoth_RPP-H-1000065","afternoon",149.362413431934,7.89261868129913,123.457187785984,179.696727239911,0.410171308209929,0.381250746650669,-0.791413375527336,0.997493860746069
"38","AudioMoth_RPP-H-1000065","evening",148.139049173442,9.62873375134749,121.612735922854,186.959739961395,0.437370604403417,0.396151978730577,-0.594465216727221,0.998095843638941
"39","AudioMoth_RPP-H-1000065","morning",149.21180064976,7.87208632029403,113.332364744822,180.09282965691,0.225175102118228,0.413083062559561,-0.609258189698339,0.998178258983247
"40","AudioMoth_RPP-H-1000066","afternoon",148.4490170341,7.61898675171589,121.479589583187,168.292383046036,0.28740865084419,0.390824933783498,-0.660968584540458,0.997904302458692
"41","AudioMoth_RPP-H-1000066","evening",149.38161832906,9.03984530609062,112.078396636989,174.159115212581,0.340493463806481,0.400467161326905,-0.645452343222688,0.998470845367944
"42","AudioMoth_RPP-H-1000066","morning",149.714542401576,6.94727131773229,113.741858447059,187.388027234279,0.241461475919468,0.389864853100661,-0.612022887624324,0.998844823656058
"43","AudioMoth_RPP-H-1000093","afternoon",151.834166356926,6.68604403641964,132.089049970029,176.462593841098,0.316212598389205,0.395174452231303,-0.761569221084371,0.984922795504024
"44","AudioMoth_RPP-H-1000093","evening",151.466524961066,6.94815645042733,131.64804508413,163.478343604126,0.404950513789527,0.344679975609908,-0.327845154425226,0.983460131018404
"45","AudioMoth_RPP-H-1000093","morning",152.833410705412,5.28709092654971,127.210618273925,159.632144101465,0.338215180574145,0.259395229852507,-0.384335762051537,0.99370988695485
"46","AudioMoth_RPP-H-1000111","afternoon",145.282411742272,10.0655453977947,120.715133356981,186.63791859018,0.621081586584871,0.446416638894916,-0.729720113306563,0.999800257131251
"47","AudioMoth_RPP-H-1000111","evening",141.469085404477,10.6940043177314,119.323078830116,186.592610095101,0.768452562810148,0.296821155517754,-0.313399305530526,0.999504041153979
"48","AudioMoth_RPP-H-1000111","morning",147.959939754701,7.99590575184904,114.214206124881,168.646531798047,0.607760238760564,0.324038817920237,-0.533552546494817,0.999012667009187
"49","AudioMoth_RPP-I-1000034","morning",151.334488568343,10.4407665500999,111.649556565871,180.018685927482,0.192208646906929,0.465593237959934,-0.696317468160696,0.997828817583367
"50","AudioMoth_RPP-I-1000034","afternoon",151.60108664809,12.3010468498637,116.998657154021,203.262740122542,0.33270001480772,0.444175817863387,-0.701955069120518,0.998217881770199
"51","AudioMoth_RPP-I-1000034","evening",149.722535115594,13.4564605015569,118.586448214878,178.323490219184,0.544020385708198,0.401324146253386,-0.730745796908513,0.997958852070292
"52","AudioMoth_RPP-I-1000039","afternoon",146.592283309951,10.7329779486739,122.276707097163,191.591306230228,0.602012031238983,0.414712475397446,-0.808398170061901,0.998983756704983
"53","AudioMoth_RPP-I-1000039","evening",147.633677763306,10.2543659204164,121.99020561364,180.770710724532,0.555796308271984,0.441156388814168,-0.652834113047361,0.998991741854149
"54","AudioMoth_RPP-I-1000039","morning",149.827948207973,9.11398013871236,128.731816612096,212.42674025274,0.473931489675622,0.426360358353242,-0.799928693476862,0.998810171736427
"55","AudioMoth_RPP-I-1000077","morning",148.644443567184,6.08245344836807,120.171746621713,166.780758060564,0.125449081067939,0.46731910653174,-0.841190219240457,0.989845628671073
"56","AudioMoth_RPP-I-1000077","afternoon",149.543174879688,5.99088757416381,123.629127887329,164.293697531936,0.0946525424202444,0.436520175289726,-0.721379784811342,0.986986683051835
"57","AudioMoth_RPP-I-1000077","evening",147.458490880991,9.1788053982043,115.908710346946,168.086997121703,0.332526473247754,0.436676841933682,-0.678310680798382,0.998698737176838
"58","AudioMoth_RPP-I-1000102a","morning",147.864511873573,6.30257376119632,119.367897740396,157.541781174735,0.263400184453846,0.406927052132881,-0.682203006867643,0.99878443142713
"59","AudioMoth_RPP-I-1000102a","afternoon",149.556793922721,9.83484424743041,118.436922403127,181.262437015954,0.430705092724898,0.351433132723896,-0.452238709527608,0.999257042991835
"60","AudioMoth_RPP-I-1000102a","evening",147.836245841438,15.226447477063,115.18909756949,183.315967393819,0.501103813806417,0.488537296876126,-0.726881392153509,0.997546493450028
"61","AudioMoth_RPP-I-1000102b","morning",148.372909736178,6.19316190022007,120.208371037735,164.299293966438,0.181408446099647,0.439911231940294,-0.7506090414866,0.997767335861349
"62","AudioMoth_RPP-I-1000102b","afternoon",148.663773492391,6.5011014608145,113.780611128411,167.974872404415,0.395317541912893,0.397916423043605,-0.575606439822049,0.996719533674476
"63","AudioMoth_RPP-I-1000102b","evening",146.338484958568,10.0786740851036,120.799631893284,190.118328825022,0.574077546843512,0.397134777450152,-0.723930986509834,0.996619201211089
"64","AudioMoth_RPP-I-1000105","morning",150.315839292291,9.77060213398006,118.41720277163,198.427850231785,0.415622587993149,0.394383356648366,-0.66661213756028,0.997327556440854
"65","AudioMoth_RPP-I-1000105","afternoon",147.622491189245,9.69039590659277,110.70518926337,180.643398695607,0.523644311298714,0.418628358285118,-0.770943421250195,0.999135036768917
"66","AudioMoth_RPP-I-1000105","evening",149.288073044374,14.0923771922576,107.725354988402,211.514360236072,0.483759112337741,0.485526811171325,-0.718730892823492,0.999666954264042
"67","AudioMoth_RPP-J-1000047","morning",150.143747615972,7.34306069971887,124.116655125923,181.990652675541,0.385911109440713,0.435039248476642,-0.763951852584164,0.99918017766953
"68","AudioMoth_RPP-J-1000047","afternoon",148.549329732115,11.0608334961428,118.097983384773,190.577342474432,0.500978530764315,0.475364666014594,-0.8769274198181,0.99845793262565
"69","AudioMoth_RPP-J-1000047","evening",149.531460385818,11.8972917630019,119.600823878376,186.162042763566,0.440330778434719,0.510743865302763,-0.772614647585171,0.99823402671403
"70","AudioMoth_RPP-T-1000026","afternoon",152.883659465339,7.03313712863152,132.195652428259,215.884709462515,-0.314271437365318,0.343034901642652,-0.783525979785216,0.971756786918066
"71","AudioMoth_RPP-T-1000026","evening",153.110033098649,8.38120023104673,131.050413539692,256.591519352724,-0.189582353547667,0.386714824582674,-0.944828283320455,0.783596264559019
"72","AudioMoth_RPP-T-1000026","morning",152.143181432151,2.95779724934131,131.561901829688,158.873537006298,-0.298472452129982,0.320210385299268,-0.720994327835083,0.880663508076118
