RUELLE_ID,Uniq_S_ID,lat,long,Group_S_ID
RPP-T-1000046,173,-396004.7134520126,185416.71826012013,RPP-T-1000046_2
RPP-T-1000046,174,-395959.713969613,185392.66681262958,RPP-T-1000046_3
RPP-T-1000049,94,-397762.50573324016,186238.54070378395,RPP-T-1000049_1
RPP-T-1000049,95,-397731.47160744725,186214.87718286595,RPP-T-1000049_2
RPP-T-1000049,96,-397795.47949189425,186263.36800442103,RPP-T-1000049_3
RPP-T-1000062,70,-394846.55867008696,185808.91202483495,RPP-T-1000062_1
RPP-T-1000062,71,-394856.2568343974,185789.1277696398,RPP-T-1000062_2
RPP-T-1000062,72,-394834.1450197692,185831.79969261278,RPP-T-1000062_3
RPP-T-1000062,73,-394816.30039743864,185839.94615062603,RPP-T-1000062_4
RPP-T-1000062,74,-394840.73977150075,185854.29943381308,RPP-T-1000062_5
RPP-T-1000062,75,-394798.84370168,185831.41176603737,RPP-T-1000062_6
RPP-T-1000063,175,-396013.63576317864,185344.95184422456,RPP-T-1000063_1
RPP-T-1000063,176,-395992.2998016958,185334.4778267646,RPP-T-1000063_2
RPP-T-1000063,177,-396031.480385509,185353.874155395,RPP-T-1000063_3
RPP-T-1000072,233,-397621.6883874586,185022.77882583087,RPP-T-1000072_1
RPP-T-1000072,234,-397585.9991427971,184995.62396575836,RPP-T-1000072_2
RPP-T-1000072,235,-397649.23117409996,185044.50271388318,RPP-T-1000072_3
RPP-T-1000075,331,-398794.72985160566,183854.34398970313,RPP-T-1000075_1
RPP-T-1000075,332,-398750.1182957782,183821.3702310549,RPP-T-1000075_2
RPP-T-1000075,333,-398844.3844528734,183892.7487203793,RPP-T-1000075_3
RPP-T-1000079,295,-399038.54170236294,185139.15679755586,RPP-T-1000079_1
RPP-T-1000079,296,-398982.2923493651,185098.42450744074,RPP-T-1000079_2
RPP-T-1000079,297,-399095.95483508025,185180.66494080477,RPP-T-1000079_3
RPP-T-1000081,310,-398538.8922770992,185246.22453153998,RPP-T-1000081_1
RPP-T-1000081,311,-398490.01352897554,185200.0612694217,RPP-T-1000081_2
RPP-T-1000081,312,-398597.8571161056,185288.12060135862,RPP-T-1000081_3
RPP-T-1000091,46,-395755.6881926211,186432.96001267308,RPP-T-1000091_1
RPP-T-1000091,47,-395718.0927485661,186412.4200627575,RPP-T-1000091_2
RPP-T-1000091,48,-395788.14864919527,186451.11586126717,RPP-T-1000091_3
RPP-T-1000108,103,-397070.2507647759,185818.02829928743,RPP-T-1000108_1
RPP-T-1000108,104,-397036.11322640465,185792.03721893404,RPP-T-1000108_2
RPP-T-1000108,105,-397101.67281714146,185842.46767335123,RPP-T-1000108_3
RPP-T-1000115,97,-397562.7235484493,186084.92178110755,RPP-T-1000115_1
RPP-T-1000115,98,-397495.2243248504,186033.7154735424,RPP-T-1000115_2
RPP-T-1000115,99,-397615.0936357244,186124.49029149365,RPP-T-1000115_3
RPP-T-1000116,82,-397083.2463049512,186393.71133275554,RPP-T-1000116_1
RPP-T-1000116,83,-397092.9444692617,186377.2244534279,RPP-T-1000116_2
RPP-T-1000116,84,-397074.90588364506,186410.9740652241,RPP-T-1000116_3
RPP-T-1000117,148,-396359.9572106963,185748.20151624831,RPP-T-1000117_1
RPP-T-1000117,149,-396314.9577282958,185725.70177505582,RPP-T-1000117_2
RPP-T-1000117,150,-396400.6895007987,185769.92540430772,RPP-T-1000117_3
RPP-T-1000118,67,-394800.20144468354,185915.5918322515,RPP-T-1000118_1
RPP-T-1000118,68,-394815.7185075792,185922.96243713447,RPP-T-1000118_2
RPP-T-1000118,69,-394787.3998677937,185908.22122737486,RPP-T-1000118_3
